route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
"RW",2,1306,"Wall St./Pier 11",2306,1,23,7
"RW",2,1307,"Wall St./Pier 11",2406,1,24,7
"RW",2,1308,"Wall St./Pier 11",2109,1,21,7
"RW",2,1318,"Wall St./Pier 11",2506,1,25,7
"RES",1,1319,"Rockaway East",10116,1,101,37
"RW",2,1320,"Wall St./Pier 11",2209,1,22,7
"RES",1,1358,"Rockaway East",10118,1,101,37
"RES",1,1359,"Rockaway East",10120,1,101,37
"RES",1,1360,"Rockaway East",10122,1,101,37
"RES",1,1361,"Rockaway East",10124,1,101,37
"RES",1,1362,"Rockaway East",10126,1,101,37
"RES",1,1363,"Rockaway East",10128,1,101,37
"RES",1,1364,"Rockaway East",10130,1,101,37
"RES",1,1365,"Rockaway East",10132,1,101,37
"AS",1,1380,"East 90th St",4301,1,43,107
"AS",1,1381,"East 90th St",4102,1,41,107
"AS",1,1382,"East 90th St",4202,1,42,107
"AS",1,1383,"East 90th St",4303,1,43,107
"AS",1,1384,"East 90th St",4104,1,41,107
"AS",1,1385,"East 90th St",4204,1,42,107
"AS",1,1386,"East 90th St",4305,1,43,107
"AS",1,1387,"East 90th St",4206,1,42,107
"AS",1,1388,"East 90th St",4307,1,43,107
"AS",1,1389,"East 90th St",4208,1,42,107
"AS",1,1390,"East 90th St",4309,1,43,107
"AS",1,1392,"East 90th St",4311,1,43,107
"AS",1,1393,"East 90th St",4106,1,41,107
"AS",1,1394,"East 90th St",4212,1,42,107
"AS",1,1395,"East 90th St",4313,1,43,107
"AS",1,1396,"East 90th St",4108,1,41,107
"AS",1,1397,"East 90th St",4214,1,42,107
"AS",1,1398,"East 90th St",4315,1,43,107
"AS",1,1399,"East 90th St",4110,1,41,107
"AS",1,1400,"East 90th St",4216,1,42,107
"AS",1,1401,"Wall St./Pier 11",4101,0,41,108
"AS",1,1402,"Wall St./Pier 11",4201,0,42,108
"AS",1,1403,"Wall St./Pier 11",4302,0,43,108
"AS",1,1404,"Wall St./Pier 11",4103,0,41,108
"AS",1,1405,"Wall St./Pier 11",4203,0,42,108
"AS",1,1406,"Wall St./Pier 11",4304,0,43,108
"AS",1,1407,"Wall St./Pier 11",4105,0,41,108
"AS",2,1418,"East 90th St",4102,1,41,107
"AS",2,1420,"East 90th St",4104,1,41,107
"AS",2,1421,"East 90th St",4301,1,43,107
"AS",2,1422,"East 90th St",4204,1,42,107
"AS",2,1423,"East 90th St",4106,1,41,107
"AS",2,1424,"East 90th St",4303,1,43,107
"AS",2,1425,"East 90th St",4206,1,42,107
"AS",2,1426,"East 90th St",4108,1,41,107
"AS",2,1427,"East 90th St",4305,1,43,107
"AS",2,1428,"East 90th St",4208,1,42,107
"AS",2,1431,"East 90th St",4210,1,42,107
"RWS",1,1455,"Rockaway",20115,0,201,27
"RWS",1,1456,"Rockaway",20117,0,201,27
"RWS",1,1457,"Rockaway",20119,0,201,27
"RWS",1,1458,"Rockaway",20121,0,201,27
"RWS",1,1459,"Rockaway",20123,0,201,27
"RWS",1,1460,"Rockaway",20125,0,201,27
"RWS",1,1461,"Rockaway",20127,0,201,27
"RWS",1,1462,"Rockaway",20129,0,201,27
"RWS",1,1463,"Rockaway",20131,0,201,27
"RWS",1,1465,"Rockaway West",20116,1,201,38
"RWS",1,1466,"Rockaway West",20118,1,201,38
"RWS",1,1467,"Rockaway West",20120,1,201,38
"RWS",1,1468,"Rockaway West",20122,1,201,38
"RWS",1,1469,"Rockaway West",20124,1,201,38
"RWS",1,1470,"Rockaway West",20126,1,201,38
"RWS",1,1471,"Rockaway West",20128,1,201,38
"RWS",1,1472,"Rockaway West",20130,1,201,38
"RWS",1,1473,"Rockaway West",20132,1,201,38
"AS",2,1477,"Wall St./Pier 11",4101,0,41,108
"AS",2,1479,"Wall St./Pier 11",4201,0,42,108
"AS",2,1482,"Wall St./Pier 11",4103,0,41,108
"AS",2,1484,"Wall St./Pier 11",4105,0,41,108
"AS",2,1485,"Wall St./Pier 11",4302,0,43,108
"AS",2,1486,"Wall St./Pier 11",4205,0,42,108
"AS",2,1487,"Wall St./Pier 11",4107,0,41,108
"AS",2,1488,"Wall St./Pier 11",4304,0,43,108
"AS",2,1489,"Wall St./Pier 11",4207,0,42,108
"AS",2,1491,"Wall St./Pier 11",4306,0,43,108
"AS",2,1492,"Wall St./Pier 11",4209,0,42,108
"SV",2,1502,"Ferry Point Park",6102,1,61,15
"SV",2,1503,"Ferry Point Park",6202,1,62,15
"SV",2,1505,"Ferry Point Park",6301,1,63,15
"SV",2,1506,"Ferry Point Park",6204,1,62,15
"SV",2,1508,"Ferry Point Park",6303,1,63,15
"SV",2,1511,"Ferry Point Park",6305,1,63,15
"SV",2,1522,"Wall St./Pier 11",6103,0,61,83
"SV",2,1523,"Wall St./Pier 11",6203,0,62,83
"SV",2,1525,"Wall St./Pier 11",6302,0,63,83
"SV",2,1526,"Wall St./Pier 11",6205,0,62,83
"SV",2,1528,"Wall St./Pier 11",6304,0,63,83
"SV",2,1531,"Wall St./Pier 11",6306,0,63,83
"GI",2,1541,"Governors Island",7101,0,71,76
"GI",2,1542,"Governors Island",7103,0,71,76
"GI",2,1543,"Governors Island",7105,0,71,76
"GI",2,1544,"Governors Island",7107,0,71,76
"GI",2,1545,"Governors Island",7109,0,71,76
"GI",2,1546,"Governors Island",7111,0,71,76
"GI",2,1547,"Governors Island",7113,0,71,76
"GI",2,1548,"Governors Island",7115,0,71,76
"GI",2,1549,"Governors Island",7117,0,71,76
"GI",2,1550,"Governors Island",7119,0,71,76
"GI",2,1551,"Governors Island",7121,0,71,76
"GI",2,1552,"Governors Island",7123,0,71,76
"GI",2,1553,"Governors Island",7125,0,71,76
"GI",2,1555,"Governors Island",7129,0,71,77
"GI",2,1557,"Wall St./Pier 11",7102,1,71,75
"GI",2,1558,"Wall St./Pier 11",7104,1,71,75
"GI",2,1559,"Wall St./Pier 11",7106,1,71,75
"GI",2,1560,"Wall St./Pier 11",7108,1,71,75
"GI",2,1561,"Wall St./Pier 11",7110,1,71,75
"GI",2,1562,"Wall St./Pier 11",7112,1,71,75
"GI",2,1563,"Wall St./Pier 11",7114,1,71,75
"GI",2,1564,"Wall St./Pier 11",7116,1,71,75
"GI",2,1565,"Wall St./Pier 11",7118,1,71,75
"GI",2,1566,"Wall St./Pier 11",7120,1,71,75
"GI",2,1567,"Wall St./Pier 11",7122,1,71,75
"GI",2,1568,"Wall St./Pier 11",7124,1,71,75
"GI",2,1569,"Wall St./Pier 11",7126,1,71,75
"GI",2,1571,"Wall St./Pier 11",7130,1,71,78
"RES",1,1573,"Rockaway",10101,0,101,44
"RES",1,1574,"Rockaway",10103,0,101,44
"RES",1,1575,"Rockaway",10105,0,101,44
"RES",1,1576,"Rockaway",10107,0,101,44
"RES",1,1577,"Rockaway",10109,0,101,44
"RES",1,1578,"Rockaway",10111,0,101,44
"RES",1,1579,"Rockaway",10113,0,101,44
"RES",1,1580,"Rockaway",10115,0,101,44
"RES",1,1581,"Rockaway",10117,0,101,44
"RES",1,1582,"Rockaway",10119,0,101,44
"RES",1,1583,"Rockaway",10121,0,101,44
"RES",1,1584,"Rockaway",10123,0,101,44
"RES",1,1585,"Rockaway",10125,0,101,44
"RES",1,1586,"Rockaway",10127,0,101,44
"RES",1,1587,"Rockaway",10129,0,101,44
"RES",1,1588,"Rockaway",10131,0,101,44
"RES",2,1589,"Rockaway",10101,0,101,44
"RES",2,1590,"Rockaway",10103,0,101,44
"RES",2,1591,"Rockaway",10105,0,101,44
"RES",2,1592,"Rockaway",10107,0,101,44
"RES",2,1593,"Rockaway",10201,0,102,44
"RES",2,1594,"Rockaway",10109,0,101,44
"RES",2,1595,"Rockaway",10203,0,102,44
"RES",2,1596,"Rockaway",10111,0,101,44
"RES",2,1597,"Rockaway",10205,0,102,44
"RES",2,1598,"Rockaway",10113,0,101,44
"RES",2,1599,"Rockaway",10207,0,102,44
"RES",2,1600,"Rockaway",10115,0,101,44
"AS",1,1601,"Wall St./Pier 11",4211,0,42,108
"RES",2,1630,"Rockaway",10209,0,102,44
"RES",2,1631,"Rockaway",10117,0,101,44
"RES",2,1632,"Rockaway",10211,0,102,44
"RES",2,1633,"Rockaway",10119,0,101,44
"RES",2,1634,"Rockaway",10213,0,102,44
"RES",2,1635,"Rockaway",10121,0,101,44
"RES",2,1636,"Rockaway",10215,0,102,44
"RES",2,1637,"Rockaway",10123,0,101,44
"RES",2,1639,"Rockaway",10217,0,102,44
"RES",2,1640,"Rockaway",10125,0,101,44
"RES",2,1641,"Rockaway",10219,0,102,44
"RES",2,1642,"Rockaway",10127,0,101,44
"RES",2,1643,"Rockaway",10221,0,102,44
"RES",2,1644,"Rockaway",10129,0,101,44
"RES",2,1645,"Rockaway",10223,0,102,44
"RES",2,1646,"Rockaway",10131,0,101,44
"RES",2,1647,"Rockaway",10225,0,102,44
"RES",2,1648,"Rockaway East",10102,1,101,37
"RES",2,1649,"Rockaway East",10104,1,101,37
"RES",2,1650,"Rockaway East",10106,1,101,37
"RES",2,1651,"Rockaway East",10108,1,101,37
"RES",2,1652,"Rockaway East",10202,1,102,37
"RES",2,1653,"Rockaway East",10110,1,101,37
"RES",2,1654,"Rockaway East",10204,1,102,37
"RES",2,1655,"Rockaway East",10112,1,101,37
"RES",2,1656,"Rockaway East",10206,1,102,37
"RES",2,1657,"Rockaway East",10114,1,101,37
"RES",2,1658,"Rockaway East",10208,1,102,37
"RES",2,1659,"Rockaway East",10116,1,101,37
"RES",2,1660,"Rockaway East",10210,1,102,37
"RES",2,1661,"Rockaway East",10118,1,101,37
"RES",2,1662,"Rockaway East",10212,1,102,37
"RES",2,1663,"Rockaway East",10214,1,102,37
"RES",2,1664,"Rockaway East",10122,1,101,37
"RES",2,1665,"Rockaway East",10216,1,102,37
"RES",2,1676,"Rockaway East",10124,1,101,37
"RES",2,1677,"Rockaway East",10218,1,102,37
"RES",2,1678,"Rockaway East",10126,1,101,37
"RES",2,1679,"Rockaway East",10220,1,102,37
"RES",2,1680,"Rockaway East",10128,1,101,37
"RES",2,1681,"Rockaway East",10222,1,102,37
"RES",2,1682,"Rockaway East",10130,1,101,37
"RES",2,1683,"Rockaway East",10224,1,102,37
"RES",2,1684,"Rockaway East",10132,1,101,37
"RES",2,1685,"Rockaway East",10226,1,102,37
"RWS",2,1686,"Rockaway",20101,0,201,4
"RWS",2,1687,"Rockaway",20103,0,201,4
"RWS",2,1688,"Rockaway",20105,0,201,4
"RWS",2,1689,"Rockaway",20107,0,201,4
"RWS",2,1690,"Rockaway",20109,0,201,4
"RWS",2,1691,"Rockaway",20111,0,201,4
"RWS",2,1692,"Rockaway",20113,0,201,4
"RWS",2,1693,"Rockaway",20115,0,201,4
"RWS",2,1694,"Rockaway",20117,0,201,4
"RWS",2,1695,"Rockaway",20119,0,201,4
"RWS",2,1696,"Rockaway",20121,0,201,4
"RWS",2,1697,"Rockaway",20123,0,201,4
"RWS",2,1698,"Rockaway",20125,0,201,4
"RWS",2,1699,"Rockaway",20127,0,201,4
"RWS",2,1700,"Rockaway",20129,0,201,4
"RWS",2,1701,"Rockaway",20131,0,201,4
"RWS",2,1702,"Rockaway",20133,0,201,4
"RWS",2,1703,"Rockaway",20135,0,201,4
"RWS",2,1704,"Rockaway",20137,0,201,4
"RWS",2,1705,"Rockaway",20139,0,201,4
"RWS",2,1706,"Rockaway",20141,0,201,4
"RWS",2,1707,"Rockaway",20143,0,201,4
"RWS",2,1708,"Rockaway",20145,0,201,4
"RWS",2,1709,"Rockaway",20147,0,201,4
"RWS",2,1710,"Rockaway",20149,0,201,4
"RWS",2,1711,"Rockaway",20151,0,201,4
"RWS",2,1712,"Rockaway",20153,0,201,4
"RWS",2,1713,"Rockaway",20155,0,201,4
"RWS",2,1714,"Rockaway",20157,0,201,4
"RWS",2,1715,"Rockaway West",20102,1,201,70
"RWS",2,1716,"Rockaway West",20104,1,201,70
"RWS",2,1717,"Rockaway West",20106,1,201,70
"RWS",2,1718,"Rockaway West",20108,1,201,70
"RWS",2,1719,"Rockaway West",20110,1,201,70
"RWS",2,1720,"Rockaway West",20112,1,201,70
"RWS",2,1721,"Rockaway West",20114,1,201,70
"RWS",2,1722,"Rockaway West",20116,1,201,70
"RWS",2,1723,"Rockaway West",20118,1,201,70
"RWS",2,1724,"Rockaway West",20120,1,201,70
"RWS",2,1725,"Rockaway West",20122,1,201,70
"RWS",2,1726,"Rockaway West",20124,1,201,70
"RWS",2,1734,"Rockaway West",20126,1,201,70
"RWS",2,1735,"Rockaway West",20128,1,201,70
"RWS",2,1736,"Rockaway West",20130,1,201,70
"RWS",2,1737,"Rockaway West",20132,1,201,70
"RWS",2,1738,"Rockaway West",20134,1,201,70
"RWS",2,1739,"Rockaway West",20136,1,201,70
"RWS",2,1740,"Rockaway West",20138,1,201,70
"RWS",2,1741,"Rockaway West",20140,1,201,70
"RWS",2,1742,"Rockaway West",20142,1,201,70
"RWS",2,1743,"Rockaway West",20144,1,201,70
"RWS",2,1744,"Rockaway West",20146,1,201,70
"RWS",2,1745,"Rockaway West",20148,1,201,70
"RWS",2,1746,"Rockaway West",20150,1,201,70
"RWS",2,1747,"Rockaway West",20152,1,201,70
"RWS",2,1749,"Rockaway West",20154,1,201,70
"RWS",2,1750,"Rockaway West",20156,1,201,70
"RWS",2,1751,"Rockaway West",20158,1,201,70
"SG",2,1752,"St. George",8201,0,82,71
"SG",2,1753,"St. George",8203,0,82,71
"SG",2,1754,"St. George",8205,0,82,71
"SG",2,1755,"St. George",8301,0,83,71
"SG",2,1756,"St. George",8207,0,82,71
"SG",2,1757,"St. George",8303,0,83,71
"SG",2,1758,"St. George",8209,0,82,71
"SG",2,1759,"St. George",8305,0,83,71
"SG",2,1760,"St. George",8211,0,82,71
"SG",2,1761,"St. George",8307,0,83,71
"SG",2,1762,"St. George",8213,0,82,71
"SG",2,1763,"St. George",8309,0,83,71
"SG",2,1771,"Midtown West/W 39th St-Pier 79",8202,1,82,16
"SG",2,1772,"Midtown West/W 39th St-Pier 79",8204,1,82,16
"SG",2,1773,"Midtown West/W 39th St-Pier 79",8206,1,82,16
"SG",2,1774,"Midtown West/W 39th St-Pier 79",8302,1,83,16
"SG",2,1775,"Midtown West/W 39th St-Pier 79",8208,1,82,16
"SG",2,1776,"Midtown West/W 39th St-Pier 79",8304,1,83,16
"SG",2,1777,"Midtown West/W 39th St-Pier 79",8210,1,82,16
"SG",2,1778,"Midtown West/W 39th St-Pier 79",8306,1,83,16
"SG",2,1779,"Midtown West/W 39th St-Pier 79",8212,1,82,16
"SG",2,1780,"Midtown West/W 39th St-Pier 79",8308,1,83,16
"SG",2,1781,"Midtown West/W 39th St-Pier 79",8214,1,82,16
"RW",2,1817,"Rockaway",2307,0,23,8
"RW",2,1818,"Rockaway",2407,0,24,8
"RW",2,1820,"Rockaway",2110,0,21,8
"RW",2,1821,"Rockaway",2507,0,25,8
"RW",2,1822,"Rockaway",2210,0,22,8
"RW",2,1823,"Rockaway",2309,0,23,8
"RW",2,1824,"Rockaway",2409,0,24,8
"RW",2,1825,"Rockaway",2112,0,21,8
"RW",2,1826,"Rockaway",2509,0,25,8
"RW",2,1827,"Rockaway",2212,0,22,8
"RW",2,1828,"Rockaway",2411,0,24,8
"RW",2,1829,"Wall St./Pier 11",2308,1,23,7
"RW",2,1830,"Wall St./Pier 11",2408,1,24,7
"RW",2,1831,"Wall St./Pier 11",2111,1,21,7
"RW",2,1832,"Wall St./Pier 11",2508,1,25,7
"RW",2,1833,"Wall St./Pier 11",2211,1,22,7
"RW",2,1834,"Wall St./Pier 11",2310,1,23,7
"RW",2,1835,"Wall St./Pier 11",2410,1,24,7
"RW",2,1836,"Wall St./Pier 11",2113,1,21,7
"RW",2,1837,"Wall St./Pier 11",2510,1,25,7
"RW",2,1838,"Wall St./Pier 11",2213,1,22,7
"AS",2,1856,"East 90th St",4309,1,43,107
"AS",2,1858,"East 90th St",4114,1,41,107
"AS",2,1859,"East 90th St",4311,1,43,107
"AS",2,1860,"East 90th St",4214,1,42,107
"AS",2,1861,"East 90th St",4116,1,41,107
"AS",2,1862,"Wall St./Pier 11",4211,0,42,108
"AS",2,1864,"Wall St./Pier 11",4310,0,43,108
"AS",2,1866,"Wall St./Pier 11",4115,0,41,108
"AS",2,1867,"Wall St./Pier 11",4312,0,43,108
"AS",2,1868,"Wall St./Pier 11",4215,0,42,108
"AS",1,1873,"East 90th St",4210,1,42,107
"GI",2,1884,"Governors Island",7127,0,71,76
"GI",2,1885,"Governors Island",7131,0,71,77
"GI",2,1886,"Wall St./Pier 11",7128,1,71,75
"GI",2,1887,"Wall St./Pier 11",7132,1,71,78
"SG",2,1888,"St. George",8215,0,82,71
"SG",2,1889,"St. George",8116,0,81,71
"SG",2,1890,"St. George",8311,0,83,71
"SG",2,1891,"St. George",8217,0,82,71
"SG",2,1892,"St. George",8118,0,81,71
"SG",2,1893,"St. George",8219,0,82,71
"SG",2,1894,"St. George",8120,0,81,71
"SG",2,1895,"St. George",8221,0,82,71
"SG",2,1896,"Midtown West/W 39th St-Pier 79",8115,1,81,16
"SG",2,1897,"Midtown West/W 39th St-Pier 79",8310,1,83,16
"SG",2,1898,"Midtown West/W 39th St-Pier 79",8216,1,82,16
"SG",2,1899,"Midtown West/W 39th St-Pier 79",8117,1,81,16
"SG",2,1900,"Midtown West/W 39th St-Pier 79",8312,1,83,16
"SG",2,1901,"Midtown West/W 39th St-Pier 79",8218,1,82,16
"SG",2,1902,"Midtown West/W 39th St-Pier 79",8119,1,81,16
"SG",2,1903,"Midtown West/W 39th St-Pier 79",8220,1,82,16
"SG",2,1904,"Midtown West/W 39th St-Pier 79",8121,1,81,16
"RES",1,2239,"Rockaway East",10102,1,101,37
"RWS",1,2262,"Rockaway",20101,0,201,27
"RWS",1,2288,"Rockaway West",20102,1,201,38
