trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,timepoint
97,09:42:00,09:42:00,87,1,,0,0,1
97,09:50:00,09:50:00,20,2,,0,0,1
97,10:02:00,10:02:00,8,3,,0,0,1
97,10:10:00,10:10:00,19,4,,0,0,1
97,10:18:00,10:18:00,18,5,,0,0,1
97,10:26:00,10:26:00,17,6,,0,0,1
97,10:30:00,10:30:00,4,7,,0,0,1
99,07:16:00,07:16:00,86,1,,0,0,1
99,07:20:45,07:20:45,66,2,,0,0,0
99,07:22:18,07:22:18,74,3,,0,0,0
99,07:24:23,07:24:23,68,4,,0,0,0
99,07:29:07,07:29:07,107,5,,0,0,0
99,07:30:51,07:30:51,108,6,,0,0,0
99,07:33:42,07:33:42,131,7,,0,0,0
99,07:34:17,07:34:17,133,8,,0,0,0
99,07:36:26,07:36:26,132,9,,0,0,0
99,07:38:27,07:38:27,82,10,,0,0,0
99,07:41:03,07:41:03,83,11,,0,0,0
99,07:43:40,07:43:40,84,12,,0,0,0
99,07:45:40,07:45:40,85,13,,0,0,0
99,07:46:46,07:46:46,67,14,,0,0,0
99,07:51:00,07:51:00,86,15,,0,0,1
125,06:54:00,06:54:00,4,1,,0,0,1
125,07:02:00,07:02:00,17,2,,0,0,1
125,07:10:00,07:10:00,18,3,,0,0,1
125,07:18:00,07:18:00,19,4,,0,0,1
125,07:27:00,07:27:00,8,5,,0,0,1
125,07:39:00,07:39:00,20,6,,0,0,1
125,07:43:00,07:43:00,87,7,,0,0,1
126,07:16:00,07:16:00,4,1,,0,0,1
126,07:24:00,07:24:00,17,2,,0,0,1
126,07:32:00,07:32:00,18,3,,0,0,1
126,07:40:00,07:40:00,19,4,,0,0,1
126,07:49:00,07:49:00,8,5,,0,0,1
126,08:01:00,08:01:00,20,6,,0,0,1
126,08:05:00,08:05:00,87,7,,0,0,1
127,07:38:00,07:38:00,4,1,,0,0,1
127,07:46:00,07:46:00,17,2,,0,0,1
127,07:54:00,07:54:00,18,3,,0,0,1
127,08:02:00,08:02:00,19,4,,0,0,1
127,08:11:00,08:11:00,8,5,,0,0,1
127,08:23:00,08:23:00,20,6,,0,0,1
127,08:27:00,08:27:00,87,7,,0,0,1
128,08:00:00,08:00:00,4,1,,0,0,1
128,08:08:00,08:08:00,17,2,,0,0,1
128,08:16:00,08:16:00,18,3,,0,0,1
128,08:24:00,08:24:00,19,4,,0,0,1
128,08:33:00,08:33:00,8,5,,0,0,1
128,08:45:00,08:45:00,20,6,,0,0,1
128,08:49:00,08:49:00,87,7,,0,0,1
129,08:22:00,08:22:00,4,1,,0,0,1
129,08:30:00,08:30:00,17,2,,0,0,1
129,08:38:00,08:38:00,18,3,,0,0,1
129,08:46:00,08:46:00,19,4,,0,0,1
129,08:55:00,08:55:00,8,5,,0,0,1
129,09:07:00,09:07:00,20,6,,0,0,1
129,09:11:00,09:11:00,87,7,,0,0,1
132,08:44:00,08:44:00,4,1,,0,0,1
132,08:52:00,08:52:00,17,2,,0,0,1
132,09:00:00,09:00:00,18,3,,0,0,1
132,09:08:00,09:08:00,19,4,,0,0,1
132,09:17:00,09:17:00,8,5,,0,0,1
132,09:29:00,09:29:00,20,6,,0,0,1
132,09:33:00,09:33:00,87,7,,0,0,1
133,09:06:00,09:06:00,4,1,,0,0,1
133,09:14:00,09:14:00,17,2,,0,0,1
133,09:22:00,09:22:00,18,3,,0,0,1
133,09:30:00,09:30:00,19,4,,0,0,1
133,09:39:00,09:39:00,8,5,,0,0,1
133,09:51:00,09:51:00,20,6,,0,0,1
133,09:55:00,09:55:00,87,7,,0,0,1
134,09:28:00,09:28:00,4,1,,0,0,1
134,09:36:00,09:36:00,17,2,,0,0,1
134,09:44:00,09:44:00,18,3,,0,0,1
134,09:52:00,09:52:00,19,4,,0,0,1
134,10:01:00,10:01:00,8,5,,0,0,1
134,10:13:00,10:13:00,20,6,,0,0,1
134,10:17:00,10:17:00,87,7,,0,0,1
135,09:50:00,09:50:00,4,1,,0,0,1
135,09:58:00,09:58:00,17,2,,0,0,1
135,10:06:00,10:06:00,18,3,,0,0,1
135,10:14:00,10:14:00,19,4,,0,0,1
135,10:23:00,10:23:00,8,5,,0,0,1
135,10:35:00,10:35:00,20,6,,0,0,1
135,10:39:00,10:39:00,87,7,,0,0,1
136,10:12:00,10:12:00,4,1,,0,0,1
136,10:20:00,10:20:00,17,2,,0,0,1
136,10:28:00,10:28:00,18,3,,0,0,1
136,10:36:00,10:36:00,19,4,,0,0,1
136,10:45:00,10:45:00,8,5,,0,0,1
136,10:57:00,10:57:00,20,6,,0,0,1
136,11:01:00,11:01:00,87,7,,0,0,1
137,10:34:00,10:34:00,4,1,,0,0,1
137,10:42:00,10:42:00,17,2,,0,0,1
137,10:50:00,10:50:00,18,3,,0,0,1
137,10:58:00,10:58:00,19,4,,0,0,1
137,11:07:00,11:07:00,8,5,,0,0,1
137,11:19:00,11:19:00,20,6,,0,0,1
137,11:23:00,11:23:00,87,7,,0,0,1
240,06:47:00,06:47:00,87,1,,0,0,1
240,06:54:00,06:54:00,11,2,,0,0,1
240,07:08:00,07:08:00,23,3,,0,0,1
241,07:37:00,07:37:00,87,1,,0,0,1
241,07:44:00,07:44:00,11,2,,0,0,1
241,07:58:00,07:58:00,23,3,,0,0,1
258,05:57:00,05:57:00,48,1,,0,0,1
258,05:59:00,05:59:00,49,2,,0,0,1
258,06:00:00,06:00:00,50,3,,0,0,1
258,06:02:00,06:02:00,51,4,,0,0,1
258,06:04:00,06:04:00,52,5,,0,0,1
258,06:05:27,06:05:27,145,6,,0,0,0
258,06:06:00,06:06:00,53,7,,0,0,1
258,06:12:00,06:12:00,16,8,,0,0,1
259,06:57:00,06:57:00,48,1,,0,0,1
259,06:59:00,06:59:00,49,2,,0,0,1
259,07:00:00,07:00:00,50,3,,0,0,1
259,07:02:00,07:02:00,51,4,,0,0,1
259,07:04:00,07:04:00,52,5,,0,0,1
259,07:05:27,07:05:27,145,6,,0,0,0
259,07:06:00,07:06:00,53,7,,0,0,1
259,07:12:00,07:12:00,16,8,,0,0,1
260,07:57:00,07:57:00,48,1,,0,0,1
260,07:59:00,07:59:00,49,2,,0,0,1
260,08:00:00,08:00:00,50,3,,0,0,1
260,08:02:00,08:02:00,51,4,,0,0,1
260,08:04:00,08:04:00,52,5,,0,0,1
260,08:05:27,08:05:27,145,6,,0,0,0
260,08:06:00,08:06:00,53,7,,0,0,1
260,08:12:00,08:12:00,16,8,,0,0,1
261,08:57:00,08:57:00,48,1,,0,0,1
261,08:59:00,08:59:00,49,2,,0,0,1
261,09:00:00,09:00:00,50,3,,0,0,1
261,09:02:00,09:02:00,51,4,,0,0,1
261,09:04:00,09:04:00,52,5,,0,0,1
261,09:05:27,09:05:27,145,6,,0,0,0
261,09:06:00,09:06:00,53,7,,0,0,1
261,09:12:00,09:12:00,16,8,,0,0,1
262,09:57:00,09:57:00,48,1,,0,0,1
262,09:59:00,09:59:00,49,2,,0,0,1
262,10:00:00,10:00:00,50,3,,0,0,1
262,10:02:00,10:02:00,51,4,,0,0,1
262,10:04:00,10:04:00,52,5,,0,0,1
262,10:05:27,10:05:27,145,6,,0,0,0
262,10:06:00,10:06:00,53,7,,0,0,1
262,10:12:00,10:12:00,16,8,,0,0,1
264,07:36:00,07:36:00,86,1,,0,0,1
264,07:40:45,07:40:45,66,2,,0,0,0
264,07:42:18,07:42:18,74,3,,0,0,0
264,07:44:23,07:44:23,68,4,,0,0,0
264,07:49:07,07:49:07,107,5,,0,0,0
264,07:50:51,07:50:51,108,6,,0,0,0
264,07:53:42,07:53:42,131,7,,0,0,0
264,07:54:17,07:54:17,133,8,,0,0,0
264,07:56:26,07:56:26,132,9,,0,0,0
264,07:58:27,07:58:27,82,10,,0,0,0
264,08:01:03,08:01:03,83,11,,0,0,0
264,08:03:40,08:03:40,84,12,,0,0,0
264,08:05:40,08:05:40,85,13,,0,0,0
264,08:06:46,08:06:46,67,14,,0,0,0
264,08:11:00,08:11:00,86,15,,0,0,1
265,07:56:00,07:56:00,86,1,,0,0,1
265,08:00:45,08:00:45,66,2,,0,0,0
265,08:02:18,08:02:18,74,3,,0,0,0
265,08:04:23,08:04:23,68,4,,0,0,0
265,08:09:07,08:09:07,107,5,,0,0,0
265,08:10:51,08:10:51,108,6,,0,0,0
265,08:13:42,08:13:42,131,7,,0,0,0
265,08:14:17,08:14:17,133,8,,0,0,0
265,08:16:26,08:16:26,132,9,,0,0,0
265,08:18:27,08:18:27,82,10,,0,0,0
265,08:21:03,08:21:03,83,11,,0,0,0
265,08:23:40,08:23:40,84,12,,0,0,0
265,08:25:40,08:25:40,85,13,,0,0,0
265,08:26:46,08:26:46,67,14,,0,0,0
265,08:31:00,08:31:00,86,15,,0,0,1
266,08:16:00,08:16:00,86,1,,0,0,1
266,08:20:45,08:20:45,66,2,,0,0,0
266,08:22:18,08:22:18,74,3,,0,0,0
266,08:24:23,08:24:23,68,4,,0,0,0
266,08:29:07,08:29:07,107,5,,0,0,0
266,08:30:51,08:30:51,108,6,,0,0,0
266,08:33:42,08:33:42,131,7,,0,0,0
266,08:34:17,08:34:17,133,8,,0,0,0
266,08:36:26,08:36:26,132,9,,0,0,0
266,08:38:27,08:38:27,82,10,,0,0,0
266,08:41:03,08:41:03,83,11,,0,0,0
266,08:43:40,08:43:40,84,12,,0,0,0
266,08:45:40,08:45:40,85,13,,0,0,0
266,08:46:46,08:46:46,67,14,,0,0,0
266,08:51:00,08:51:00,86,15,,0,0,1
267,08:36:00,08:36:00,86,1,,0,0,1
267,08:40:45,08:40:45,66,2,,0,0,0
267,08:42:18,08:42:18,74,3,,0,0,0
267,08:44:23,08:44:23,68,4,,0,0,0
267,08:49:07,08:49:07,107,5,,0,0,0
267,08:50:51,08:50:51,108,6,,0,0,0
267,08:53:42,08:53:42,131,7,,0,0,0
267,08:54:17,08:54:17,133,8,,0,0,0
267,08:56:26,08:56:26,132,9,,0,0,0
267,08:58:27,08:58:27,82,10,,0,0,0
267,09:01:03,09:01:03,83,11,,0,0,0
267,09:03:40,09:03:40,84,12,,0,0,0
267,09:05:40,09:05:40,85,13,,0,0,0
267,09:06:46,09:06:46,67,14,,0,0,0
267,09:11:00,09:11:00,86,15,,0,0,1
268,08:56:00,08:56:00,86,1,,0,0,1
268,09:00:45,09:00:45,66,2,,0,0,0
268,09:02:18,09:02:18,74,3,,0,0,0
268,09:04:23,09:04:23,68,4,,0,0,0
268,09:09:07,09:09:07,107,5,,0,0,0
268,09:10:51,09:10:51,108,6,,0,0,0
268,09:13:42,09:13:42,131,7,,0,0,0
268,09:14:17,09:14:17,133,8,,0,0,0
268,09:16:26,09:16:26,132,9,,0,0,0
268,09:18:27,09:18:27,82,10,,0,0,0
268,09:21:03,09:21:03,83,11,,0,0,0
268,09:23:40,09:23:40,84,12,,0,0,0
268,09:25:40,09:25:40,85,13,,0,0,0
268,09:26:46,09:26:46,67,14,,0,0,0
268,09:31:00,09:31:00,86,15,,0,0,1
269,09:16:00,09:16:00,86,1,,0,0,1
269,09:20:45,09:20:45,66,2,,0,0,0
269,09:22:18,09:22:18,74,3,,0,0,0
269,09:24:23,09:24:23,68,4,,0,0,0
269,09:29:07,09:29:07,107,5,,0,0,0
269,09:30:51,09:30:51,108,6,,0,0,0
269,09:33:42,09:33:42,131,7,,0,0,0
269,09:34:17,09:34:17,133,8,,0,0,0
269,09:36:26,09:36:26,132,9,,0,0,0
269,09:38:27,09:38:27,82,10,,0,0,0
269,09:41:03,09:41:03,83,11,,0,0,0
269,09:43:40,09:43:40,84,12,,0,0,0
269,09:45:40,09:45:40,85,13,,0,0,0
269,09:46:46,09:46:46,67,14,,0,0,0
269,09:51:00,09:51:00,86,15,,0,0,1
270,09:36:00,09:36:00,86,1,,0,0,1
270,09:40:45,09:40:45,66,2,,0,0,0
270,09:42:18,09:42:18,74,3,,0,0,0
270,09:44:23,09:44:23,68,4,,0,0,0
270,09:49:07,09:49:07,107,5,,0,0,0
270,09:50:51,09:50:51,108,6,,0,0,0
270,09:53:42,09:53:42,131,7,,0,0,0
270,09:54:17,09:54:17,133,8,,0,0,0
270,09:56:26,09:56:26,132,9,,0,0,0
270,09:58:27,09:58:27,82,10,,0,0,0
270,10:01:03,10:01:03,83,11,,0,0,0
270,10:03:40,10:03:40,84,12,,0,0,0
270,10:05:40,10:05:40,85,13,,0,0,0
270,10:06:46,10:06:46,67,14,,0,0,0
270,10:11:00,10:11:00,86,15,,0,0,1
271,09:56:00,09:56:00,86,1,,0,0,1
271,10:00:45,10:00:45,66,2,,1,0,0
271,10:02:18,10:02:18,74,3,,1,0,0
271,10:04:23,10:04:23,68,4,,1,0,0
271,10:09:07,10:09:07,107,5,,1,0,0
271,10:10:51,10:10:51,108,6,,1,0,0
271,10:13:42,10:13:42,131,7,,1,0,0
271,10:14:17,10:14:17,133,8,,1,0,0
271,10:16:26,10:16:26,132,9,,1,0,0
271,10:18:27,10:18:27,82,10,,1,0,0
271,10:21:03,10:21:03,83,11,,1,0,0
271,10:23:40,10:23:40,84,12,,1,0,0
271,10:25:40,10:25:40,85,13,,1,0,0
271,10:26:46,10:26:46,67,14,,1,0,0
271,10:31:00,10:31:00,86,15,,1,0,1
272,10:16:00,10:16:00,86,1,,0,0,1
272,10:20:45,10:20:45,66,2,,1,0,0
272,10:22:18,10:22:18,74,3,,1,0,0
272,10:24:23,10:24:23,68,4,,1,0,0
272,10:29:07,10:29:07,107,5,,1,0,0
272,10:30:51,10:30:51,108,6,,1,0,0
272,10:33:42,10:33:42,131,7,,1,0,0
272,10:34:17,10:34:17,133,8,,1,0,0
272,10:36:26,10:36:26,132,9,,1,0,0
272,10:38:27,10:38:27,82,10,,1,0,0
272,10:41:03,10:41:03,83,11,,1,0,0
272,10:43:40,10:43:40,84,12,,1,0,0
272,10:45:40,10:45:40,85,13,,1,0,0
272,10:46:46,10:46:46,67,14,,1,0,0
272,10:51:00,10:51:00,86,15,,1,0,1
277,16:00:00,16:00:00,86,1,,0,0,1
277,16:04:45,16:04:45,66,2,,0,0,0
277,16:06:18,16:06:18,74,3,,0,0,0
277,16:08:23,16:08:23,68,4,,0,0,0
277,16:13:07,16:13:07,107,5,,0,0,0
277,16:14:51,16:14:51,108,6,,0,0,0
277,16:17:42,16:17:42,131,7,,0,0,0
277,16:18:17,16:18:17,133,8,,0,0,0
277,16:20:26,16:20:26,132,9,,0,0,0
277,16:22:27,16:22:27,82,10,,0,0,0
277,16:25:03,16:25:03,83,11,,0,0,0
277,16:27:40,16:27:40,84,12,,0,0,0
277,16:29:40,16:29:40,85,13,,0,0,0
277,16:30:46,16:30:46,67,14,,0,0,0
277,16:35:00,16:35:00,86,15,,0,0,1
278,16:20:00,16:20:00,86,1,,0,0,1
278,16:24:45,16:24:45,66,2,,0,0,0
278,16:26:18,16:26:18,74,3,,0,0,0
278,16:28:23,16:28:23,68,4,,0,0,0
278,16:33:07,16:33:07,107,5,,0,0,0
278,16:34:51,16:34:51,108,6,,0,0,0
278,16:37:42,16:37:42,131,7,,0,0,0
278,16:38:17,16:38:17,133,8,,0,0,0
278,16:40:26,16:40:26,132,9,,0,0,0
278,16:42:27,16:42:27,82,10,,0,0,0
278,16:45:03,16:45:03,83,11,,0,0,0
278,16:47:40,16:47:40,84,12,,0,0,0
278,16:49:40,16:49:40,85,13,,0,0,0
278,16:50:46,16:50:46,67,14,,0,0,0
278,16:55:00,16:55:00,86,15,,0,0,1
279,16:40:00,16:40:00,86,1,,0,0,1
279,16:44:45,16:44:45,66,2,,0,0,0
279,16:46:18,16:46:18,74,3,,0,0,0
279,16:48:23,16:48:23,68,4,,0,0,0
279,16:53:07,16:53:07,107,5,,0,0,0
279,16:54:51,16:54:51,108,6,,0,0,0
279,16:57:42,16:57:42,131,7,,0,0,0
279,16:58:17,16:58:17,133,8,,0,0,0
279,17:00:26,17:00:26,132,9,,0,0,0
279,17:02:27,17:02:27,82,10,,0,0,0
279,17:05:03,17:05:03,83,11,,0,0,0
279,17:07:40,17:07:40,84,12,,0,0,0
279,17:09:40,17:09:40,85,13,,0,0,0
279,17:10:46,17:10:46,67,14,,0,0,0
279,17:15:00,17:15:00,86,15,,0,0,1
280,17:00:00,17:00:00,86,1,,0,0,1
280,17:04:45,17:04:45,66,2,,0,0,0
280,17:06:18,17:06:18,74,3,,0,0,0
280,17:08:23,17:08:23,68,4,,0,0,0
280,17:13:07,17:13:07,107,5,,0,0,0
280,17:14:51,17:14:51,108,6,,0,0,0
280,17:17:42,17:17:42,131,7,,0,0,0
280,17:18:17,17:18:17,133,8,,0,0,0
280,17:20:26,17:20:26,132,9,,0,0,0
280,17:22:27,17:22:27,82,10,,0,0,0
280,17:25:03,17:25:03,83,11,,0,0,0
280,17:27:40,17:27:40,84,12,,0,0,0
280,17:29:40,17:29:40,85,13,,0,0,0
280,17:30:46,17:30:46,67,14,,0,0,0
280,17:35:00,17:35:00,86,15,,0,0,1
281,17:20:00,17:20:00,86,1,,0,0,1
281,17:24:45,17:24:45,66,2,,0,0,0
281,17:26:18,17:26:18,74,3,,0,0,0
281,17:28:23,17:28:23,68,4,,0,0,0
281,17:33:07,17:33:07,107,5,,0,0,0
281,17:34:51,17:34:51,108,6,,0,0,0
281,17:37:42,17:37:42,131,7,,0,0,0
281,17:38:17,17:38:17,133,8,,0,0,0
281,17:40:26,17:40:26,132,9,,0,0,0
281,17:42:27,17:42:27,82,10,,0,0,0
281,17:45:03,17:45:03,83,11,,0,0,0
281,17:47:40,17:47:40,84,12,,0,0,0
281,17:49:40,17:49:40,85,13,,0,0,0
281,17:50:46,17:50:46,67,14,,0,0,0
281,17:55:00,17:55:00,86,15,,0,0,1
282,17:40:00,17:40:00,86,1,,0,0,1
282,17:44:45,17:44:45,66,2,,0,0,0
282,17:46:18,17:46:18,74,3,,0,0,0
282,17:48:23,17:48:23,68,4,,0,0,0
282,17:53:07,17:53:07,107,5,,0,0,0
282,17:54:51,17:54:51,108,6,,0,0,0
282,17:57:42,17:57:42,131,7,,0,0,0
282,17:58:17,17:58:17,133,8,,0,0,0
282,18:00:26,18:00:26,132,9,,0,0,0
282,18:02:27,18:02:27,82,10,,0,0,0
282,18:05:03,18:05:03,83,11,,0,0,0
282,18:07:40,18:07:40,84,12,,0,0,0
282,18:09:40,18:09:40,85,13,,0,0,0
282,18:10:46,18:10:46,67,14,,0,0,0
282,18:15:00,18:15:00,86,15,,0,0,1
283,18:00:00,18:00:00,86,1,,0,0,1
283,18:04:45,18:04:45,66,2,,0,0,0
283,18:06:18,18:06:18,74,3,,0,0,0
283,18:08:23,18:08:23,68,4,,0,0,0
283,18:13:07,18:13:07,107,5,,0,0,0
283,18:14:51,18:14:51,108,6,,0,0,0
283,18:17:42,18:17:42,131,7,,0,0,0
283,18:18:17,18:18:17,133,8,,0,0,0
283,18:20:26,18:20:26,132,9,,0,0,0
283,18:22:27,18:22:27,82,10,,0,0,0
283,18:25:03,18:25:03,83,11,,0,0,0
283,18:27:40,18:27:40,84,12,,0,0,0
283,18:29:40,18:29:40,85,13,,0,0,0
283,18:30:46,18:30:46,67,14,,0,0,0
283,18:35:00,18:35:00,86,15,,0,0,1
284,18:20:00,18:20:00,86,1,,0,0,1
284,18:24:45,18:24:45,66,2,,0,0,0
284,18:26:18,18:26:18,74,3,,0,0,0
284,18:28:23,18:28:23,68,4,,0,0,0
284,18:33:07,18:33:07,107,5,,0,0,0
284,18:34:51,18:34:51,108,6,,0,0,0
284,18:37:42,18:37:42,131,7,,0,0,0
284,18:38:17,18:38:17,133,8,,0,0,0
284,18:40:26,18:40:26,132,9,,0,0,0
284,18:42:27,18:42:27,82,10,,0,0,0
284,18:45:03,18:45:03,83,11,,0,0,0
284,18:47:40,18:47:40,84,12,,0,0,0
284,18:49:40,18:49:40,85,13,,0,0,0
284,18:50:46,18:50:46,67,14,,0,0,0
284,18:55:00,18:55:00,86,15,,0,0,1
285,18:40:00,18:40:00,86,1,,0,0,1
285,18:44:45,18:44:45,66,2,,1,0,0
285,18:46:18,18:46:18,74,3,,1,0,0
285,18:48:23,18:48:23,68,4,,1,0,0
285,18:53:07,18:53:07,107,5,,1,0,0
285,18:54:51,18:54:51,108,6,,1,0,0
285,18:57:42,18:57:42,131,7,,1,0,0
285,18:58:17,18:58:17,133,8,,1,0,0
285,19:00:26,19:00:26,132,9,,1,0,0
285,19:02:27,19:02:27,82,10,,1,0,0
285,19:05:03,19:05:03,83,11,,1,0,0
285,19:07:40,19:07:40,84,12,,1,0,0
285,19:09:40,19:09:40,85,13,,1,0,0
285,19:10:46,19:10:46,67,14,,1,0,0
285,19:15:00,19:15:00,86,15,,1,0,1
287,06:16:00,06:16:00,16,1,,0,1,1
287,06:44:00,06:44:00,62,2,,0,0,1
288,07:16:00,07:16:00,16,1,,0,1,1
288,07:44:00,07:44:00,62,2,,0,0,1
289,08:16:00,08:16:00,16,1,,0,1,1
289,08:44:00,08:44:00,62,2,,0,0,1
